index	seed	set	setId	difficulty	variant
1293	getcolor_getcolor198_difficulty6-1	getcolor	getcolor198	6	1
1294	getcolor_getcolor199_difficulty7-1	getcolor	getcolor199	7	1
1295	getcolor_getcolor19_difficulty1-1	getcolor	getcolor19	1	1
1296	getcolor_getcolor200_difficulty4-1	getcolor	getcolor200	4	1
1297	getcolor_getcolor20_difficulty2-1	getcolor	getcolor20	2	1
1298	getcolor_getcolor21_difficulty1-1	getcolor	getcolor21	1	1
1299	getcolor_getcolor22_difficulty3-1	getcolor	getcolor22	3	1
1300	getcolor_getcolor23_difficulty2-1	getcolor	getcolor23	2	1
1301	getcolor_getcolor24_difficulty1-1	getcolor	getcolor24	1	1
1302	getcolor_getcolor25_difficulty4-1	getcolor	getcolor25	4	1
1303	getcolor_getcolor26_difficulty4-1	getcolor	getcolor26	4	1
1304	getcolor_getcolor27_difficulty1-1	getcolor	getcolor27	1	1
1305	getcolor_getcolor28_difficulty2-1	getcolor	getcolor28	2	1
1306	getcolor_getcolor29_difficulty2-1	getcolor	getcolor29	2	1
1307	getcolor_getcolor30_difficulty4-1	getcolor	getcolor30	4	1
1308	getcolor_getcolor31_difficulty4-1	getcolor	getcolor31	4	1
1309	getcolor_getcolor32_difficulty2-1	getcolor	getcolor32	2	1
1310	getcolor_getcolor33_difficulty3-1	getcolor	getcolor33	3	1
1311	getcolor_getcolor34_difficulty4-1	getcolor	getcolor34	4	1
1312	getcolor_getcolor35_difficulty5-1	getcolor	getcolor35	5	1
1313	getcolor_getcolor36_difficulty2-1	getcolor	getcolor36	2	1
1314	getcolor_getcolor37_difficulty5-1	getcolor	getcolor37	5	1
1315	getcolor_getcolor38_difficulty3-1	getcolor	getcolor38	3	1
1316	getcolor_getcolor39_difficulty2-1	getcolor	getcolor39	2	1
1317	getcolor_getcolor40_difficulty5-1	getcolor	getcolor40	5	1
1318	getcolor_getcolor41_difficulty5-1	getcolor	getcolor41	5	1
1319	getcolor_getcolor42_difficulty4-1	getcolor	getcolor42	4	1
1320	getcolor_getcolor43_difficulty5-1	getcolor	getcolor43	5	1
1321	getcolor_getcolor44_difficulty5-1	getcolor	getcolor44	5	1
1322	getcolor_getcolor45_difficulty4-1	getcolor	getcolor45	4	1
1323	getcolor_getcolor46_difficulty5-1	getcolor	getcolor46	5	1
1324	getcolor_getcolor47_difficulty5-1	getcolor	getcolor47	5	1
1325	getcolor_getcolor48_difficulty2-1	getcolor	getcolor48	2	1
1326	getcolor_getcolor49_difficulty2-1	getcolor	getcolor49	2	1
1327	getcolor_getcolor50_difficulty5-1	getcolor	getcolor50	5	1
1328	getcolor_getcolor51_difficulty3-1	getcolor	getcolor51	3	1
1329	getcolor_getcolor52_difficulty4-1	getcolor	getcolor52	4	1
1330	getcolor_getcolor53_difficulty4-1	getcolor	getcolor53	4	1
1331	getcolor_getcolor54_difficulty2-1	getcolor	getcolor54	2	1
1332	getcolor_getcolor55_difficulty5-1	getcolor	getcolor55	5	1
1333	getcolor_getcolor56_difficulty6-1	getcolor	getcolor56	6	1
1334	getcolor_getcolor57_difficulty3-1	getcolor	getcolor57	3	1
1335	getcolor_getcolor58_difficulty4-1	getcolor	getcolor58	4	1
1336	getcolor_getcolor59_difficulty4-1	getcolor	getcolor59	4	1
1337	getcolor_getcolor5_difficulty1-1	getcolor	getcolor5	1	1
1338	getcolor_getcolor60_difficulty2-1	getcolor	getcolor60	2	1
1339	getcolor_getcolor61_difficulty3-1	getcolor	getcolor61	3	1
1340	getcolor_getcolor62_difficulty6-1	getcolor	getcolor62	6	1
1341	getcolor_getcolor63_difficulty1-1	getcolor	getcolor63	1	1
1342	getcolor_getcolor64_difficulty5-1	getcolor	getcolor64	5	1
1343	getcolor_getcolor65_difficulty4-1	getcolor	getcolor65	4	1
1344	getcolor_getcolor66_difficulty4-1	getcolor	getcolor66	4	1
1345	getcolor_getcolor67_difficulty5-1	getcolor	getcolor67	5	1
1346	getcolor_getcolor68_difficulty6-1	getcolor	getcolor68	6	1
1347	getcolor_getcolor69_difficulty1-1	getcolor	getcolor69	1	1
1348	getcolor_getcolor6_difficulty1-1	getcolor	getcolor6	1	1
1349	getcolor_getcolor70_difficulty4-1	getcolor	getcolor70	4	1
1350	getcolor_getcolor71_difficulty5-1	getcolor	getcolor71	5	1
1351	getcolor_getcolor72_difficulty1-1	getcolor	getcolor72	1	1
1352	getcolor_getcolor73_difficulty5-1	getcolor	getcolor73	5	1
1353	getcolor_getcolor74_difficulty7-1	getcolor	getcolor74	7	1
1354	getcolor_getcolor75_difficulty1-1	getcolor	getcolor75	1	1
1355	getcolor_getcolor76_difficulty5-1	getcolor	getcolor76	5	1
1356	getcolor_getcolor77_difficulty5-1	getcolor	getcolor77	5	1
1357	getcolor_getcolor78_difficulty1-1	getcolor	getcolor78	1	1
1358	getcolor_getcolor79_difficulty5-1	getcolor	getcolor79	5	1
1359	getcolor_getcolor7_difficulty1-1	getcolor	getcolor7	1	1
1360	getcolor_getcolor80_difficulty5-1	getcolor	getcolor80	5	1
1361	getcolor_getcolor81_difficulty2-1	getcolor	getcolor81	2	1
1362	getcolor_getcolor82_difficulty5-1	getcolor	getcolor82	5	1
1363	getcolor_getcolor83_difficulty3-1	getcolor	getcolor83	3	1
1364	getcolor_getcolor84_difficulty1-1	getcolor	getcolor84	1	1
1365	getcolor_getcolor85_difficulty4-1	getcolor	getcolor85	4	1
1366	getcolor_getcolor86_difficulty5-1	getcolor	getcolor86	5	1
1367	getcolor_getcolor87_difficulty2-1	getcolor	getcolor87	2	1
1368	getcolor_getcolor88_difficulty5-1	getcolor	getcolor88	5	1
1369	getcolor_getcolor89_difficulty4-1	getcolor	getcolor89	4	1
1370	getcolor_getcolor8_difficulty1-1	getcolor	getcolor8	1	1
1371	getcolor_getcolor90_difficulty1-1	getcolor	getcolor90	1	1
1372	getcolor_getcolor91_difficulty3-1	getcolor	getcolor91	3	1
1373	getcolor_getcolor92_difficulty5-1	getcolor	getcolor92	5	1
1374	getcolor_getcolor93_difficulty1-1	getcolor	getcolor93	1	1
1375	getcolor_getcolor94_difficulty5-1	getcolor	getcolor94	5	1
1376	getcolor_getcolor95_difficulty5-1	getcolor	getcolor95	5	1
1377	getcolor_getcolor96_difficulty1-1	getcolor	getcolor96	1	1
1378	getcolor_getcolor97_difficulty4-1	getcolor	getcolor97	4	1
1379	getcolor_getcolor98_difficulty4-1	getcolor	getcolor98	4	1
1380	getcolor_getcolor99_difficulty4-1	getcolor	getcolor99	4	1
1381	getcolor_getcolor9_difficulty1-1	getcolor	getcolor9	1	1
1382	iapmagicsort_iapmagicsort102_difficulty1-1	iapmagicsort	iapmagicsort102	1	1
1383	iapmagicsort_iapmagicsort102_difficulty1-2	iapmagicsort	iapmagicsort102	1	2
1384	iapmagicsort_iapmagicsort102_difficulty1-3	iapmagicsort	iapmagicsort102	1	3
1385	iapmagicsort_iapmagicsort102_difficulty1-4	iapmagicsort	iapmagicsort102	1	4
1386	iapmagicsort_iapmagicsort102_difficulty2-5	iapmagicsort	iapmagicsort102	2	5
1387	iapmagicsort_iapmagicsort104_difficulty4-1	iapmagicsort	iapmagicsort104	4	1
1388	iapmagicsort_iapmagicsort104_difficulty4-2	iapmagicsort	iapmagicsort104	4	2
1389	iapmagicsort_iapmagicsort104_difficulty4-3	iapmagicsort	iapmagicsort104	4	3
1390	iapmagicsort_iapmagicsort104_difficulty4-4	iapmagicsort	iapmagicsort104	4	4
1391	iapmagicsort_iapmagicsort104_difficulty4-5	iapmagicsort	iapmagicsort104	4	5
1392	iapmagicsort_iapmagicsort109_difficulty4-6	iapmagicsort	iapmagicsort109	4	6
1393	iapmagicsort_iapmagicsort109_difficulty5-10	iapmagicsort	iapmagicsort109	5	10
1394	iapmagicsort_iapmagicsort109_difficulty5-7	iapmagicsort	iapmagicsort109	5	7
1395	iapmagicsort_iapmagicsort109_difficulty5-8	iapmagicsort	iapmagicsort109	5	8
1396	iapmagicsort_iapmagicsort109_difficulty5-9	iapmagicsort	iapmagicsort109	5	9
1397	iapmagicsort_iapmagicsort110_difficulty1-1	iapmagicsort	iapmagicsort110	1	1
1398	iapmagicsort_iapmagicsort110_difficulty1-2	iapmagicsort	iapmagicsort110	1	2
1399	iapmagicsort_iapmagicsort110_difficulty1-3	iapmagicsort	iapmagicsort110	1	3
1400	iapmagicsort_iapmagicsort110_difficulty1-4	iapmagicsort	iapmagicsort110	1	4
1401	iapmagicsort_iapmagicsort110_difficulty1-5	iapmagicsort	iapmagicsort110	1	5
1402	iapmagicsort_iapmagicsort119_difficulty4-1	iapmagicsort	iapmagicsort119	4	1
1403	iapmagicsort_iapmagicsort119_difficulty4-2	iapmagicsort	iapmagicsort119	4	2
1404	iapmagicsort_iapmagicsort119_difficulty4-3	iapmagicsort	iapmagicsort119	4	3
1405	iapmagicsort_iapmagicsort119_difficulty4-4	iapmagicsort	iapmagicsort119	4	4
1406	iapmagicsort_iapmagicsort119_difficulty4-5	iapmagicsort	iapmagicsort119	4	5
1407	iapmagicsort_iapmagicsort11_difficulty1-10	iapmagicsort	iapmagicsort11	1	10
1408	iapmagicsort_iapmagicsort11_difficulty1-11	iapmagicsort	iapmagicsort11	1	11
1409	iapmagicsort_iapmagicsort11_difficulty1-12	iapmagicsort	iapmagicsort11	1	12
1410	iapmagicsort_iapmagicsort11_difficulty1-13	iapmagicsort	iapmagicsort11	1	13
1411	iapmagicsort_iapmagicsort11_difficulty1-8	iapmagicsort	iapmagicsort11	1	8
1412	iapmagicsort_iapmagicsort134_difficulty4-2	iapmagicsort	iapmagicsort134	4	2
1413	iapmagicsort_iapmagicsort134_difficulty4-3	iapmagicsort	iapmagicsort134	4	3
1414	iapmagicsort_iapmagicsort134_difficulty4-4	iapmagicsort	iapmagicsort134	4	4
1415	iapmagicsort_iapmagicsort134_difficulty5-1	iapmagicsort	iapmagicsort134	5	1
1416	iapmagicsort_iapmagicsort134_difficulty5-5	iapmagicsort	iapmagicsort134	5	5
1417	iapmagicsort_iapmagicsort139_difficulty5-1	iapmagicsort	iapmagicsort139	5	1
1418	iapmagicsort_iapmagicsort139_difficulty5-2	iapmagicsort	iapmagicsort139	5	2
1419	iapmagicsort_iapmagicsort139_difficulty5-3	iapmagicsort	iapmagicsort139	5	3
1420	iapmagicsort_iapmagicsort139_difficulty5-4	iapmagicsort	iapmagicsort139	5	4
1421	iapmagicsort_iapmagicsort139_difficulty5-5	iapmagicsort	iapmagicsort139	5	5
1422	iapmagicsort_iapmagicsort13_difficulty1-10	iapmagicsort	iapmagicsort13	1	10
1423	iapmagicsort_iapmagicsort13_difficulty1-11	iapmagicsort	iapmagicsort13	1	11
1424	iapmagicsort_iapmagicsort13_difficulty1-12	iapmagicsort	iapmagicsort13	1	12
1425	iapmagicsort_iapmagicsort13_difficulty1-8	iapmagicsort	iapmagicsort13	1	8
1426	iapmagicsort_iapmagicsort13_difficulty1-9	iapmagicsort	iapmagicsort13	1	9
1427	iapmagicsort_iapmagicsort18_difficulty1-10	iapmagicsort	iapmagicsort18	1	10
1428	iapmagicsort_iapmagicsort18_difficulty1-7	iapmagicsort	iapmagicsort18	1	7
1429	iapmagicsort_iapmagicsort18_difficulty1-8	iapmagicsort	iapmagicsort18	1	8
1430	iapmagicsort_iapmagicsort18_difficulty1-9	iapmagicsort	iapmagicsort18	1	9
1431	iapmagicsort_iapmagicsort18_difficulty2-6	iapmagicsort	iapmagicsort18	2	6
1432	iapmagicsort_iapmagicsort26_difficulty1-2	iapmagicsort	iapmagicsort26	1	2
1433	iapmagicsort_iapmagicsort26_difficulty1-3	iapmagicsort	iapmagicsort26	1	3
1434	iapmagicsort_iapmagicsort26_difficulty1-4	iapmagicsort	iapmagicsort26	1	4
1435	iapmagicsort_iapmagicsort26_difficulty2-1	iapmagicsort	iapmagicsort26	2	1
1436	iapmagicsort_iapmagicsort26_difficulty2-5	iapmagicsort	iapmagicsort26	2	5
1437	iapmagicsort_iapmagicsort27_difficulty1-10	iapmagicsort	iapmagicsort27	1	10
1438	iapmagicsort_iapmagicsort27_difficulty1-6	iapmagicsort	iapmagicsort27	1	6
1439	iapmagicsort_iapmagicsort27_difficulty1-7	iapmagicsort	iapmagicsort27	1	7
1440	iapmagicsort_iapmagicsort27_difficulty1-8	iapmagicsort	iapmagicsort27	1	8
1441	iapmagicsort_iapmagicsort27_difficulty1-9	iapmagicsort	iapmagicsort27	1	9
1442	iapmagicsort_iapmagicsort30_difficulty1-1	iapmagicsort	iapmagicsort30	1	1
1443	iapmagicsort_iapmagicsort30_difficulty1-2	iapmagicsort	iapmagicsort30	1	2
1444	iapmagicsort_iapmagicsort30_difficulty1-3	iapmagicsort	iapmagicsort30	1	3
1445	iapmagicsort_iapmagicsort30_difficulty1-4	iapmagicsort	iapmagicsort30	1	4
1446	iapmagicsort_iapmagicsort30_difficulty1-5	iapmagicsort	iapmagicsort30	1	5
1447	iapmagicsort_iapmagicsort32_difficulty1-10	iapmagicsort	iapmagicsort32	1	10
1448	iapmagicsort_iapmagicsort32_difficulty1-6	iapmagicsort	iapmagicsort32	1	6
1449	iapmagicsort_iapmagicsort32_difficulty1-7	iapmagicsort	iapmagicsort32	1	7
1450	iapmagicsort_iapmagicsort32_difficulty1-8	iapmagicsort	iapmagicsort32	1	8
1451	iapmagicsort_iapmagicsort32_difficulty1-9	iapmagicsort	iapmagicsort32	1	9
1452	iapmagicsort_iapmagicsort34_difficulty3-4	iapmagicsort	iapmagicsort34	3	4
1453	iapmagicsort_iapmagicsort34_difficulty3-5	iapmagicsort	iapmagicsort34	3	5
1454	iapmagicsort_iapmagicsort34_difficulty4-1	iapmagicsort	iapmagicsort34	4	1
1455	iapmagicsort_iapmagicsort34_difficulty4-2	iapmagicsort	iapmagicsort34	4	2
1456	iapmagicsort_iapmagicsort34_difficulty4-3	iapmagicsort	iapmagicsort34	4	3
1457	iapmagicsort_iapmagicsort36_difficulty1-1	iapmagicsort	iapmagicsort36	1	1
1458	iapmagicsort_iapmagicsort36_difficulty1-2	iapmagicsort	iapmagicsort36	1	2
1459	iapmagicsort_iapmagicsort36_difficulty1-3	iapmagicsort	iapmagicsort36	1	3
1460	iapmagicsort_iapmagicsort36_difficulty1-4	iapmagicsort	iapmagicsort36	1	4
1461	iapmagicsort_iapmagicsort36_difficulty1-5	iapmagicsort	iapmagicsort36	1	5
1462	iapmagicsort_iapmagicsort37_difficulty2-1	iapmagicsort	iapmagicsort37	2	1
1463	iapmagicsort_iapmagicsort37_difficulty2-2	iapmagicsort	iapmagicsort37	2	2
1464	iapmagicsort_iapmagicsort37_difficulty2-3	iapmagicsort	iapmagicsort37	2	3
1465	iapmagicsort_iapmagicsort37_difficulty2-4	iapmagicsort	iapmagicsort37	2	4
1466	iapmagicsort_iapmagicsort37_difficulty2-5	iapmagicsort	iapmagicsort37	2	5
1467	iapmagicsort_iapmagicsort39_difficulty4-10	iapmagicsort	iapmagicsort39	4	10
1468	iapmagicsort_iapmagicsort39_difficulty4-7	iapmagicsort	iapmagicsort39	4	7
1469	iapmagicsort_iapmagicsort39_difficulty4-8	iapmagicsort	iapmagicsort39	4	8
1470	iapmagicsort_iapmagicsort39_difficulty5-6	iapmagicsort	iapmagicsort39	5	6
1471	iapmagicsort_iapmagicsort39_difficulty5-9	iapmagicsort	iapmagicsort39	5	9
1472	iapmagicsort_iapmagicsort41_difficulty1-10	iapmagicsort	iapmagicsort41	1	10
1473	iapmagicsort_iapmagicsort41_difficulty1-6	iapmagicsort	iapmagicsort41	1	6
1474	iapmagicsort_iapmagicsort41_difficulty1-7	iapmagicsort	iapmagicsort41	1	7
1475	iapmagicsort_iapmagicsort41_difficulty1-8	iapmagicsort	iapmagicsort41	1	8
1476	iapmagicsort_iapmagicsort41_difficulty1-9	iapmagicsort	iapmagicsort41	1	9
1477	iapmagicsort_iapmagicsort45_difficulty1-10	iapmagicsort	iapmagicsort45	1	10
1478	iapmagicsort_iapmagicsort45_difficulty1-6	iapmagicsort	iapmagicsort45	1	6
1479	iapmagicsort_iapmagicsort45_difficulty1-7	iapmagicsort	iapmagicsort45	1	7
1480	iapmagicsort_iapmagicsort45_difficulty1-8	iapmagicsort	iapmagicsort45	1	8
1481	iapmagicsort_iapmagicsort45_difficulty1-9	iapmagicsort	iapmagicsort45	1	9
1482	iapmagicsort_iapmagicsort51_difficulty1-10	iapmagicsort	iapmagicsort51	1	10
1483	iapmagicsort_iapmagicsort51_difficulty1-6	iapmagicsort	iapmagicsort51	1	6
1484	iapmagicsort_iapmagicsort51_difficulty1-7	iapmagicsort	iapmagicsort51	1	7
1485	iapmagicsort_iapmagicsort51_difficulty1-8	iapmagicsort	iapmagicsort51	1	8
1486	iapmagicsort_iapmagicsort51_difficulty1-9	iapmagicsort	iapmagicsort51	1	9
1487	iapmagicsort_iapmagicsort69_difficulty3-2	iapmagicsort	iapmagicsort69	3	2
1488	iapmagicsort_iapmagicsort69_difficulty3-3	iapmagicsort	iapmagicsort69	3	3
1489	iapmagicsort_iapmagicsort69_difficulty3-5	iapmagicsort	iapmagicsort69	3	5
1490	iapmagicsort_iapmagicsort69_difficulty4-1	iapmagicsort	iapmagicsort69	4	1
1491	iapmagicsort_iapmagicsort69_difficulty4-4	iapmagicsort	iapmagicsort69	4	4
1492	iapmagicsort_iapmagicsort71_difficulty1-1	iapmagicsort	iapmagicsort71	1	1
1493	iapmagicsort_iapmagicsort71_difficulty1-2	iapmagicsort	iapmagicsort71	1	2
1494	iapmagicsort_iapmagicsort71_difficulty1-3	iapmagicsort	iapmagicsort71	1	3
1495	iapmagicsort_iapmagicsort71_difficulty1-4	iapmagicsort	iapmagicsort71	1	4
1496	iapmagicsort_iapmagicsort71_difficulty1-5	iapmagicsort	iapmagicsort71	1	5
1497	iapmagicsort_iapmagicsort73_difficulty1-1	iapmagicsort	iapmagicsort73	1	1
1498	iapmagicsort_iapmagicsort73_difficulty1-2	iapmagicsort	iapmagicsort73	1	2
1499	iapmagicsort_iapmagicsort73_difficulty1-3	iapmagicsort	iapmagicsort73	1	3
1500	iapmagicsort_iapmagicsort73_difficulty1-4	iapmagicsort	iapmagicsort73	1	4
1501	iapmagicsort_iapmagicsort73_difficulty1-5	iapmagicsort	iapmagicsort73	1	5
1502	iapmagicsort_iapmagicsort74_difficulty5-10	iapmagicsort	iapmagicsort74	5	10
1503	iapmagicsort_iapmagicsort74_difficulty5-11	iapmagicsort	iapmagicsort74	5	11
1504	iapmagicsort_iapmagicsort74_difficulty5-12	iapmagicsort	iapmagicsort74	5	12
1505	iapmagicsort_iapmagicsort74_difficulty5-8	iapmagicsort	iapmagicsort74	5	8
1506	iapmagicsort_iapmagicsort74_difficulty5-9	iapmagicsort	iapmagicsort74	5	9
1507	iapmagicsort_iapmagicsort82_difficulty1-10	iapmagicsort	iapmagicsort82	1	10
1508	iapmagicsort_iapmagicsort82_difficulty1-6	iapmagicsort	iapmagicsort82	1	6
1509	iapmagicsort_iapmagicsort82_difficulty1-7	iapmagicsort	iapmagicsort82	1	7
1510	iapmagicsort_iapmagicsort82_difficulty1-8	iapmagicsort	iapmagicsort82	1	8
1511	iapmagicsort_iapmagicsort82_difficulty1-9	iapmagicsort	iapmagicsort82	1	9
1512	iapmagicsort_iapmagicsort83_difficulty2-1	iapmagicsort	iapmagicsort83	2	1
1513	iapmagicsort_iapmagicsort83_difficulty2-2	iapmagicsort	iapmagicsort83	2	2
1514	iapmagicsort_iapmagicsort83_difficulty2-3	iapmagicsort	iapmagicsort83	2	3
1515	iapmagicsort_iapmagicsort83_difficulty2-4	iapmagicsort	iapmagicsort83	2	4
1516	iapmagicsort_iapmagicsort83_difficulty2-5	iapmagicsort	iapmagicsort83	2	5
1517	iapmagicsort_iapmagicsort89_difficulty4-10	iapmagicsort	iapmagicsort89	4	10
1518	iapmagicsort_iapmagicsort89_difficulty4-6	iapmagicsort	iapmagicsort89	4	6
1519	iapmagicsort_iapmagicsort89_difficulty4-8	iapmagicsort	iapmagicsort89	4	8
1520	iapmagicsort_iapmagicsort89_difficulty5-7	iapmagicsort	iapmagicsort89	5	7
1521	iapmagicsort_iapmagicsort89_difficulty5-9	iapmagicsort	iapmagicsort89	5	9
1522	iapmagicsort_iapmagicsort91_difficulty1-10	iapmagicsort	iapmagicsort91	1	10
1523	iapmagicsort_iapmagicsort91_difficulty1-6	iapmagicsort	iapmagicsort91	1	6
1524	iapmagicsort_iapmagicsort91_difficulty1-7	iapmagicsort	iapmagicsort91	1	7
1525	iapmagicsort_iapmagicsort91_difficulty1-8	iapmagicsort	iapmagicsort91	1	8
1526	iapmagicsort_iapmagicsort91_difficulty1-9	iapmagicsort	iapmagicsort91	1	9
1527	iapmagicsort_iapmagicsort92_difficulty2-4	iapmagicsort	iapmagicsort92	2	4
1528	iapmagicsort_iapmagicsort92_difficulty2-5	iapmagicsort	iapmagicsort92	2	5
1529	iapmagicsort_iapmagicsort92_difficulty2-6	iapmagicsort	iapmagicsort92	2	6
1530	iapmagicsort_iapmagicsort92_difficulty3-3	iapmagicsort	iapmagicsort92	3	3
1531	iapmagicsort_iapmagicsort92_difficulty3-7	iapmagicsort	iapmagicsort92	3	7
1532	magicsort_magicsort1_difficulty1-1	magicsort	magicsort1	1	1
1533	magicsort_magicsort2_difficulty1-1	magicsort	magicsort2	1	1
1534	magicsort_magicsort3_difficulty1-1	magicsort	magicsort3	1	1
1535	magicsort_magicsort4_difficulty1-1	magicsort	magicsort4	1	1
1536	paywallms_paywallms109_difficulty5-10	paywallms	paywallms109	5	10
1537	paywallms_paywallms109_difficulty5-11	paywallms	paywallms109	5	11
1538	paywallms_paywallms109_difficulty5-7	paywallms	paywallms109	5	7
1539	paywallms_paywallms109_difficulty5-8	paywallms	paywallms109	5	8
1540	paywallms_paywallms109_difficulty5-9	paywallms	paywallms109	5	9
1541	paywallms_paywallms10_difficulty1-11	paywallms	paywallms10	1	11
1542	paywallms_paywallms10_difficulty1-12	paywallms	paywallms10	1	12
1543	paywallms_paywallms10_difficulty1-13	paywallms	paywallms10	1	13
1544	paywallms_paywallms10_difficulty1-14	paywallms	paywallms10	1	14
1545	paywallms_paywallms10_difficulty1-15	paywallms	paywallms10	1	15
1546	paywallms_paywallms129_difficulty5-11	paywallms	paywallms129	5	11
1547	paywallms_paywallms129_difficulty5-12	paywallms	paywallms129	5	12
1548	paywallms_paywallms129_difficulty5-13	paywallms	paywallms129	5	13
1549	paywallms_paywallms129_difficulty5-14	paywallms	paywallms129	5	14
1550	paywallms_paywallms129_difficulty5-15	paywallms	paywallms129	5	15
1551	paywallms_paywallms147_difficulty1-4	paywallms	paywallms147	1	4
1552	paywallms_paywallms147_difficulty2-1	paywallms	paywallms147	2	1
1553	paywallms_paywallms147_difficulty2-2	paywallms	paywallms147	2	2
1554	paywallms_paywallms147_difficulty2-3	paywallms	paywallms147	2	3
1555	paywallms_paywallms147_difficulty2-5	paywallms	paywallms147	2	5
1556	paywallms_paywallms151_difficulty2-1	paywallms	paywallms151	2	1
1557	paywallms_paywallms151_difficulty2-2	paywallms	paywallms151	2	2
1558	paywallms_paywallms151_difficulty2-3	paywallms	paywallms151	2	3
1559	paywallms_paywallms151_difficulty2-4	paywallms	paywallms151	2	4
1560	paywallms_paywallms151_difficulty2-5	paywallms	paywallms151	2	5
1561	paywallms_paywallms158_difficulty1-14	paywallms	paywallms158	1	14
1562	paywallms_paywallms158_difficulty1-16	paywallms	paywallms158	1	16
1563	paywallms_paywallms158_difficulty2-13	paywallms	paywallms158	2	13
1564	paywallms_paywallms158_difficulty2-15	paywallms	paywallms158	2	15
1565	paywallms_paywallms158_difficulty2-17	paywallms	paywallms158	2	17
1566	paywallms_paywallms159_difficulty5-26	paywallms	paywallms159	5	26
1567	paywallms_paywallms159_difficulty5-27	paywallms	paywallms159	5	27
1568	paywallms_paywallms159_difficulty5-29	paywallms	paywallms159	5	29
1569	paywallms_paywallms159_difficulty5-30	paywallms	paywallms159	5	30
1570	paywallms_paywallms159_difficulty6-21	paywallms	paywallms159	6	21
1571	paywallms_paywallms177_difficulty1-7	paywallms	paywallms177	1	7
1572	paywallms_paywallms177_difficulty2-10	paywallms	paywallms177	2	10
1573	paywallms_paywallms177_difficulty2-6	paywallms	paywallms177	2	6
1574	paywallms_paywallms177_difficulty2-8	paywallms	paywallms177	2	8
1575	paywallms_paywallms177_difficulty2-9	paywallms	paywallms177	2	9
1576	paywallms_paywallms179_difficulty5-1	paywallms	paywallms179	5	1
1577	paywallms_paywallms179_difficulty5-2	paywallms	paywallms179	5	2
1578	paywallms_paywallms179_difficulty5-3	paywallms	paywallms179	5	3
1579	paywallms_paywallms179_difficulty5-4	paywallms	paywallms179	5	4
1580	paywallms_paywallms179_difficulty5-5	paywallms	paywallms179	5	5
1581	paywallms_paywallms187_difficulty1-10	paywallms	paywallms187	1	10
1582	paywallms_paywallms187_difficulty1-6	paywallms	paywallms187	1	6
1583	paywallms_paywallms187_difficulty1-7	paywallms	paywallms187	1	7
1584	paywallms_paywallms187_difficulty1-8	paywallms	paywallms187	1	8
1585	paywallms_paywallms187_difficulty1-9	paywallms	paywallms187	1	9
1586	paywallms_paywallms192_difficulty1-10	paywallms	paywallms192	1	10
1587	paywallms_paywallms192_difficulty1-6	paywallms	paywallms192	1	6
1588	paywallms_paywallms192_difficulty1-7	paywallms	paywallms192	1	7
1589	paywallms_paywallms192_difficulty1-8	paywallms	paywallms192	1	8
1590	paywallms_paywallms192_difficulty2-9	paywallms	paywallms192	2	9
1591	paywallms_paywallms193_difficulty2-1	paywallms	paywallms193	2	1
1592	paywallms_paywallms193_difficulty2-2	paywallms	paywallms193	2	2
1593	paywallms_paywallms193_difficulty2-3	paywallms	paywallms193	2	3
1594	paywallms_paywallms193_difficulty2-4	paywallms	paywallms193	2	4
1595	paywallms_paywallms193_difficulty2-5	paywallms	paywallms193	2	5
1596	paywallms_paywallms196_difficulty1-7	paywallms	paywallms196	1	7
1597	paywallms_paywallms196_difficulty2-10	paywallms	paywallms196	2	10
1598	paywallms_paywallms196_difficulty2-6	paywallms	paywallms196	2	6
1599	paywallms_paywallms196_difficulty2-8	paywallms	paywallms196	2	8
1600	paywallms_paywallms196_difficulty2-9	paywallms	paywallms196	2	9
1601	paywallms_paywallms197_difficulty2-1	paywallms	paywallms197	2	1
1602	paywallms_paywallms197_difficulty2-2	paywallms	paywallms197	2	2
1603	paywallms_paywallms197_difficulty2-3	paywallms	paywallms197	2	3
1604	paywallms_paywallms197_difficulty2-4	paywallms	paywallms197	2	4
1605	paywallms_paywallms197_difficulty2-5	paywallms	paywallms197	2	5
1606	paywallms_paywallms199_difficulty5-11	paywallms	paywallms199	5	11
1607	paywallms_paywallms199_difficulty5-12	paywallms	paywallms199	5	12
1608	paywallms_paywallms199_difficulty5-13	paywallms	paywallms199	5	13
1609	paywallms_paywallms199_difficulty5-14	paywallms	paywallms199	5	14
1610	paywallms_paywallms199_difficulty5-15	paywallms	paywallms199	5	15
1611	paywallms_paywallms19_difficulty2-11	paywallms	paywallms19	2	11
1612	paywallms_paywallms19_difficulty2-12	paywallms	paywallms19	2	12
1613	paywallms_paywallms19_difficulty2-13	paywallms	paywallms19	2	13
1614	paywallms_paywallms19_difficulty2-14	paywallms	paywallms19	2	14
1615	paywallms_paywallms19_difficulty2-15	paywallms	paywallms19	2	15
1616	paywallms_paywallms202_difficulty1-1	paywallms	paywallms202	1	1
1617	paywallms_paywallms202_difficulty2-2	paywallms	paywallms202	2	2
1618	paywallms_paywallms202_difficulty2-3	paywallms	paywallms202	2	3
1619	paywallms_paywallms202_difficulty2-4	paywallms	paywallms202	2	4
1620	paywallms_paywallms202_difficulty2-5	paywallms	paywallms202	2	5
1621	paywallms_paywallms206_difficulty2-1	paywallms	paywallms206	2	1
